time,psn,diffPressure,volumePercentage,vacuumTransducerDegreeOne,currentVolume,unit,weight,height,pressure,medium,mediumName,color,tankType,tankTypeName,gpsLongitude,gpsLatitude,gpsAddress,temperature,temperatureOne,temperatureTwo,temperatureThree,electricityPercentage,currentVoltage,batteryCapacity,currentCapacity,currentChargingCurrent,illuminationIntensity,standardVolumeTotal,standardFlow,workingFlow,flowTemperature,flowPressure,duration,x,y,Tanker_Code,Lic_Number,ID
2023-02-19 14:39:35,2021121390001,0.009,59.02,0.0,9.608,m³,7782.0,967,0.114,2,LIN,#590707,1,卧式,120.56251103960774,31.190862446810602,江苏省苏州市吴中区木林路,3099,-171,-134,149,100,4.27,3000,3000,4,29286,1400.0,0.0,0.0,-132.0,0.0,0,120.555962,31.185108,52Q057,沪EF6102,263665973347917824
2023-02-19 14:34:35,2021121390001,0.009,59.14,0.0,9.628,m³,7798.0,969,0.212,2,LIN,#590707,1,卧式,120.54878988510863,31.191497058793104,江苏省苏州市吴中区天鹅荡路2641,3094,-172,-158,149,100,4.27,3000,3000,4,29286,1400.0,0.0,0.0,-157.0,0.0,0,120.54221,31.18586,52Q057,沪EF6102,263665973347917824
2023-02-19 14:29:35,2021121390001,0.009,60.86,0.0,9.908,m³,8025.0,992,0.2,2,LIN,#590707,1,卧式,120.54878988347804,31.191494888234274,江苏省苏州市吴中区天鹅荡路2641,3089,-172,-173,149,100,4.27,3000,3000,4,29286,1161.0,103.0,0.0,-173.0,0.0,0,120.54221,31.185857,52Q057,沪EF6102,263665973347917824
2023-02-19 14:24:35,2021121390001,0.01,65.01,0.0,10.583,m³,8572.0,1047,0.186,2,LIN,#590707,1,卧式,120.5487657048148,31.19142890510885,江苏省苏州市吴中区天鹅荡路2641,3084,-172,-172,149,100,4.27,3000,3000,4,29286,659.0,99.0,0.0,-173.0,0.0,0,120.542186,31.185791,52Q057,沪EF6102,263665973347917824
2023-02-19 14:19:35,2021121390001,0.01,69.32,0.0,11.284,m³,9140.0,1105,0.158,2,LIN,#590707,1,卧式,120.54871802112658,31.191472756931564,江苏省苏州市吴中区天鹅荡路2641,3079,-171,-169,149,100,4.27,3000,3000,4,29286,212.0,82.0,0.0,-173.0,0.0,0,120.542138,31.185835,52Q057,沪EF6102,263665973347917824
2023-02-19 14:14:35,2021121390001,0.01,69.19,0.0,11.264,m³,9123.0,1104,0.099,2,LIN,#590707,1,卧式,120.54880591058604,31.191536706567355,江苏省苏州市吴中区天鹅荡路2641,3074,-141,-118,149,100,4.27,3000,3000,4,29286,1169.0,0.0,0.0,-106.0,0.0,0,120.542226,31.185899,52Q057,沪EF6102,263665973347917824
2023-02-19 14:09:35,2021121390001,0.01,70.14,0.0,11.418,m³,9248.0,1117,0.129,2,LIN,#590707,1,卧式,120.54098065891701,31.19167585155933,江苏省苏州市吴中区天鹅荡路2880,3069,-171,-146,149,100,4.27,3000,3000,4,29286,1169.0,0.0,0.0,-138.0,0.0,0,120.534404,31.186026,52Q057,沪EF6102,263665973347917824
2023-02-19 14:04:35,2021121390001,0.011,74.53,0.0,12.133,m³,9827.0,1178,0.18,2,LIN,#590707,1,卧式,120.54090114666813,31.19213889297843,江苏省苏州市吴中区天鹅荡路2880,3064,-169,-171,149,100,4.27,3000,3000,4,29286,961.0,110.0,0.0,-173.0,0.0,0,120.534324,31.186488,52Q057,沪EF6102,263665973347917824
2023-02-19 14:04:35,2021121390001,0.011,74.53,0.0,12.133,m³,9827.0,1178,0.18,2,LIN,#590707,1,卧式,120.54090114666813,31.19213889297843,江苏省苏州市吴中区天鹅荡路2880,3064,-169,-171,149,100,4.27,3000,3000,4,29286,961.0,110.0,0.0,-173.0,0.0,0,120.534324,31.186488,52Q057,沪EF6102,263665973347917824
2023-02-19 13:59:35,2021121390001,0.012,78.21,0.0,12.732,m³,10312.0,1232,0.168,2,LIN,#590707,1,卧式,120.54093292699675,31.19213437625938,江苏省苏州市吴中区天鹅荡路2880,3059,-160,-164,149,100,4.27,3000,3000,4,29286,415.0,104.0,0.0,-172.0,0.0,0,120.534356,31.186484,52Q057,沪EF6102,263665973347917824
2023-02-19 13:54:35,2021121390001,0.012,80.27,0.0,13.067,m³,10584.0,1263,0.094,2,LIN,#590707,1,卧式,120.54093292091494,31.192126507939008,江苏省苏州市吴中区天鹅荡路2880,3054,-68,-43,149,100,4.27,3000,3000,4,29286,0.0,0.0,0.0,-64.0,0.0,0,120.534356,31.186476,52Q057,沪EF6102,263665973347917824
2023-02-19 13:49:35,2021121390001,0.012,81.64,0.0,13.29,m³,10764.0,1284,0.09,2,LIN,#590707,1,卧式,120.54083649624135,31.191430832104565,江苏省苏州市吴中区天鹅荡路2880,3049,-76,-52,149,100,4.27,3000,3000,4,29286,432.0,0.0,0.0,-46.0,0.0,0,120.53426,31.18578,52Q057,沪EF6102,263665973347917824
2023-02-19 13:44:35,2021121390001,0.011,77.44,0.0,12.607,m³,10211.0,1221,0.09,2,LIN,#590707,1,卧式,120.54035225133474,31.183293572530392,江苏省苏州市吴中区木东路7515,3044,-86,-63,149,100,4.27,3000,3000,4,29286,432.0,0.0,0.0,-55.0,0.0,0,120.533781,31.177641,52Q057,沪EF6102,263665973347917824
2023-02-19 13:39:35,2021121390001,0.012,81.22,0.0,13.222,m³,10709.0,1277,0.091,2,LIN,#590707,1,卧式,120.53473329376529,31.171284419652558,江苏省苏州市吴中区木东路,3039,-98,-76,149,100,4.27,3000,3000,4,29286,432.0,0.0,0.0,-67.0,0.0,0,120.528176,31.165584,52Q057,沪EF6102,263665973347917824
2023-02-19 13:34:35,2021121390001,0.013,84.71,0.0,13.79,m³,11169.0,1333,0.091,2,LIN,#590707,1,卧式,120.52633458301257,31.14627341517003,江苏省苏州市吴中区X207(东山大道),3034,-114,-93,149,100,4.27,3000,3000,4,29286,432.0,0.0,0.0,-84.0,0.0,0,120.519789,31.140452,52Q057,沪EF6102,263665973347917824
2023-02-19 13:29:35,2021121390001,0.013,89.8,0.0,14.618,m³,11840.0,1420,0.091,2,LIN,#590707,1,卧式,120.50467952295163,31.136093024942923,江苏省苏州市吴中区X207(东山大道),3029,-135,-113,149,100,4.27,3000,3000,4,29286,432.0,0.0,0.0,-109.0,0.0,0,120.498224,31.129881,52Q057,沪EF6102,263665973347917824
2023-02-19 13:24:35,2021121390001,0.012,81.75,0.0,13.308,m³,10779.0,1286,0.23,2,LIN,#590707,1,卧式,120.50095797700816,31.13931414834468,江苏省苏州市吴中区,3024,-166,-144,149,100,4.27,3000,3000,4,29286,432.0,0.0,0.0,-149.0,0.0,0,120.494519,31.13305,52Q057,沪EF6102,263665973347917824
2023-02-19 13:19:35,2021121390001,0.012,83.09,0.0,13.527,m³,10956.0,1307,0.212,2,LIN,#590707,1,卧式,120.50095797700816,31.13931414834468,江苏省苏州市吴中区,3019,-159,-157,149,100,4.27,3000,3000,4,29286,260.0,56.0,0.0,-174.0,0.0,0,120.494519,31.13305,52Q057,沪EF6102,263665973347917824
2023-02-19 13:14:35,2021121390001,0.012,82.78,0.0,13.476,m³,10915.0,1302,0.158,2,LIN,#590707,1,卧式,120.50095797700816,31.13931414834468,江苏省苏州市吴中区,3014,-88,-51,149,100,4.27,3000,3000,4,29286,3.0,0.0,0.0,-166.0,0.0,0,120.494519,31.13305,52Q057,沪EF6102,263665973347917824
2023-02-19 13:09:35,2021121390001,0.012,83.3,0.0,13.56,m³,10983.0,1310,0.081,2,LIN,#590707,1,卧式,120.50093369955238,31.13937060154843,江苏省苏州市吴中区,3009,-40,-9,149,100,4.27,3000,3000,4,29286,1213.0,0.0,0.0,-14.0,0.0,0,120.494495,31.133106,52Q057,沪EF6102,263665973347917824
2023-02-19 13:04:35,2021121390001,0.013,87.33,0.0,14.216,m³,11514.0,1376,0.082,2,LIN,#590707,1,卧式,120.49220482658066,31.136290012127013,江苏省苏州市吴中区X207(东山大道),3004,-45,-13,149,100,4.27,3000,3000,4,29286,1213.0,0.0,0.0,-17.0,0.0,0,120.485785,31.129942,52Q057,沪EF6102,263665973347917824
2023-02-19 12:56:40,2021121390001,0.012,83.91,0.0,13.659,m³,11063.0,1320,0.081,2,LIN,#590707,1,卧式,120.46943394140185,31.125046105920333,江苏省苏州市吴中区木东路25号,2996,-54,-22,149,100,4.27,3000,3000,4,29286,1213.0,0.0,0.0,-24.0,0.0,0,120.462975,31.118815,52Q057,沪EF6102,263665973347917824
2023-02-19 12:51:36,2021121390001,0.013,85.4,0.0,13.902,m³,11260.0,1344,0.081,2,LIN,#590707,1,卧式,120.4426648331812,31.09718487245649,江苏省苏州市吴中区X207(东山大道),2991,-62,-30,149,100,4.27,3000,3000,4,29286,1213.0,0.0,0.0,-30.0,0.0,0,120.436092,31.091422,52Q057,沪EF6102,263665973347917824
2023-02-19 12:50:37,2021121390001,0.013,88.99,0.0,14.487,m³,11734.0,1406,0.081,2,LIN,#590707,1,卧式,120.43850770689262,31.094363288880043,江苏省苏州市吴中区X207(东山大道),2990,-64,-32,149,100,4.27,3000,3000,4,29286,1213.0,0.0,0.0,-32.0,0.0,0,120.431924,31.088653,52Q057,沪EF6102,263665973347917824
2023-02-19 12:45:35,2021121390001,0.012,82.78,0.0,13.476,m³,10915.0,1302,0.082,2,LIN,#590707,1,卧式,120.42592243118693,31.081427256968478,江苏省苏州市吴中区石鹤山路,2985,-73,-40,149,100,4.27,3000,3000,4,29286,1213.0,0.0,0.0,-38.0,0.0,0,120.419334,31.07579,52Q057,沪EF6102,263665973347917824
2023-02-19 12:44:35,2021121390001,0.012,80.91,0.0,13.171,m³,10668.0,1273,0.086,2,LIN,#590707,1,卧式,120.43014533624196,31.07951113970421,江苏省苏州市吴中区石鹤山路,2984,-74,-42,149,100,4.27,3000,3000,4,29286,1213.0,0.0,0.0,-40.0,0.0,0,120.42356,31.073868,52Q057,沪EF6102,263665973347917824
2023-02-19 12:39:35,2021121390001,0.012,82.99,0.0,13.51,m³,10943.0,1305,0.128,2,LIN,#590707,1,卧式,120.44268067644278,31.074164879301815,江苏省苏州市吴中区石鹤山路,2979,-84,-51,149,100,4.27,3000,3000,4,29286,1213.0,0.0,0.0,-47.0,0.0,0,120.43613,31.068407,52Q057,沪EF6102,263665973347917824
2023-02-19 12:34:36,2021121390001,0.012,83.3,0.0,13.56,m³,10983.0,1310,0.126,2,LIN,#590707,1,卧式,120.44268067644278,31.074164879301815,江苏省苏州市吴中区石鹤山路,2974,-96,-63,149,100,4.27,3000,3000,4,29286,1213.0,0.0,0.0,-57.0,0.0,0,120.43613,31.068407,52Q057,沪EF6102,263665973347917824
2023-02-19 12:29:35,2021121390001,0.012,83.19,0.0,13.543,m³,10969.0,1308,0.123,2,LIN,#590707,1,卧式,120.44268067644278,31.074164879301815,江苏省苏州市吴中区石鹤山路,2969,-110,-77,149,100,4.27,3000,3000,4,29286,1213.0,0.0,0.0,-70.0,0.0,0,120.43613,31.068407,52Q057,沪EF6102,263665973347917824
2023-02-19 12:24:36,2021121390001,0.012,83.19,0.0,13.543,m³,10969.0,1308,0.121,2,LIN,#590707,1,卧式,120.44268067644278,31.074164879301815,江苏省苏州市吴中区石鹤山路,2964,-127,-94,149,100,4.27,3000,3000,4,29286,1213.0,0.0,0.0,-90.0,0.0,0,120.43613,31.068407,52Q057,沪EF6102,263665973347917824
2023-02-19 12:19:35,2021121390001,0.012,82.47,0.0,13.426,m³,10875.0,1297,0.118,2,LIN,#590707,1,卧式,120.44268067644278,31.074164879301815,江苏省苏州市吴中区石鹤山路,2959,-153,-117,149,100,4.27,3000,3000,4,29286,1213.0,0.0,0.0,-117.0,0.0,0,120.43613,31.068407,52Q057,沪EF6102,263665973347917824
2023-02-19 12:14:36,2021121390001,0.014,90.23,0.0,14.689,m³,11898.0,1428,0.201,2,LIN,#590707,1,卧式,120.44467569844811,31.073066858635364,江苏省苏州市吴中区石鹤山路,2954,-169,-148,149,100,4.27,3000,3000,4,29286,1213.0,0.0,0.0,-157.0,0.0,0,120.438134,31.06728,52Q057,沪EF6102,263665973347917824
2023-02-19 12:09:36,2021121390001,0.013,86.09,0.0,14.014,m³,11351.0,1355,0.186,2,LIN,#590707,1,卧式,120.4446916396972,31.073067104876603,江苏省苏州市吴中区石鹤山路,2949,-169,-162,149,100,4.27,3000,3000,4,29286,1088.0,92.0,0.0,-175.0,0.0,0,120.43815,31.06728,52Q057,沪EF6102,263665973347917824
2023-02-19 12:04:36,2021121390001,0.013,89.17,0.0,14.516,m³,11757.0,1409,0.183,2,LIN,#590707,1,卧式,120.44466784210664,31.073040690638425,江苏省苏州市吴中区石鹤山路,2949,-167,-159,149,100,4.27,3000,3000,4,29286,724.0,70.0,0.0,-174.0,0.0,0,120.438126,31.067254,52Q057,沪EF6102,263665973347917824
2023-02-19 11:59:36,2021121390001,0.014,90.41,0.0,14.718,m³,11921.0,1432,0.173,2,LIN,#590707,1,卧式,120.44462028675167,31.07303805792249,江苏省苏州市吴中区石鹤山路,2939,-164,-163,149,100,4.27,3000,3000,4,29286,565.0,83.0,0.0,-175.0,0.0,0,120.438078,31.067252,52Q057,沪EF6102,263665973347917824
2023-02-19 11:54:36,2021121390001,0.014,94.27,0.0,15.346,m³,12430.0,1510,0.165,2,LIN,#590707,1,卧式,120.44462811910338,31.073034108839195,江苏省苏州市吴中区石鹤山路,2934,-149,-146,149,100,4.27,3000,3000,4,29286,174.0,73.0,0.0,-174.0,0.0,0,120.438086,31.067248,52Q057,沪EF6102,263665973347917824
2023-02-19 11:49:36,2021121390001,0.014,94.34,0.0,15.358,m³,12439.0,1511,0.109,2,LIN,#590707,1,卧式,120.44463622661785,31.07303640438813,江苏省苏州市吴中区石鹤山路,2929,-77,-13,149,100,4.27,3000,3000,4,29286,2.0,0.0,0.0,-160.0,0.0,0,120.438094,31.06725,52Q057,沪EF6102,263665973347917824
2023-02-19 11:44:36,2021121390001,0.014,92.17,0.0,15.005,m³,12154.0,1466,0.066,2,LIN,#590707,1,卧式,120.44490645492911,31.07309214304841,江苏省苏州市吴中区石鹤山路,2924,-28,10,149,100,4.27,3000,3000,4,29286,0.0,0.0,0.0,8.0,0.0,0,120.438365,31.067301,52Q057,沪EF6102,263665973347917824
2023-02-19 11:39:36,2021121390001,0.014,93.21,0.0,15.174,m³,12290.0,1487,0.066,2,LIN,#590707,1,卧式,120.44490645492911,31.07309214304841,江苏省苏州市吴中区石鹤山路,2919,-27,10,149,100,4.27,3000,3000,4,29286,0.0,0.0,0.0,8.0,0.0,0,120.438365,31.067301,52Q057,沪EF6102,263665973347917824
2023-02-19 11:34:36,2021121390001,0.014,92.58,0.0,15.071,m³,12207.0,1474,0.064,2,LIN,#590707,1,卧式,120.4446044833063,31.073210102613736,江苏省苏州市吴中区石鹤山路,2914,-27,10,149,100,4.27,3000,3000,4,29286,0.0,0.0,0.0,8.0,0.0,0,120.438062,31.067424,52Q057,沪EF6102,263665973347917824
2023-02-19 11:29:36,2021121390001,0.014,93.67,0.0,15.249,m³,12351.0,1497,0.066,2,LIN,#590707,1,卧式,120.42414076906324,31.082433953848312,江苏省苏州市吴中区环山公路,2909,-27,10,149,100,4.27,3000,3000,4,29286,0.0,0.0,0.0,8.0,0.0,0,120.417552,31.076793,52Q057,沪EF6102,263665973347917824
2023-02-19 11:24:36,2021121390001,0.015,97.01,0.0,15.792,m³,12791.0,1576,0.066,2,LIN,#590707,1,卧式,120.43657149595126,31.09329061743638,江苏省苏州市吴中区X207(东山大道),2904,-27,10,149,100,4.27,3000,3000,4,29286,0.0,0.0,0.0,8.0,0.0,0,120.429984,31.087601,52Q057,沪EF6102,263665973347917824
2023-02-19 11:19:36,2021121390001,0.015,96.59,0.0,15.723,m³,12735.0,1565,0.066,2,LIN,#590707,1,卧式,120.46166852391974,31.11526972660534,江苏省苏州市吴中区X207(东山大道),2899,-27,9,149,100,4.27,3000,3000,4,29286,0.0,0.0,0.0,8.0,0.0,0,120.455174,31.109168,52Q057,沪EF6102,263665973347917824
2023-02-19 11:14:36,2021121390001,0.015,98.17,0.0,15.981,m³,12944.0,1610,0.066,2,LIN,#590707,1,卧式,120.4860872001306,31.136429518734833,江苏省苏州市吴中区X207(东山大道),2894,-27,9,149,100,4.27,3000,3000,4,29286,0.0,0.0,0.0,8.0,0.0,0,120.479671,31.130066,52Q057,沪EF6102,263665973347917824
2023-02-19 11:09:36,2021121390001,0.015,95.95,0.0,15.619,m³,12651.0,1549,0.066,2,LIN,#590707,1,卧式,120.50518954271374,31.147384723782622,江苏省苏州市吴中区Y007(浦庄大道),2889,-29,9,149,100,4.27,3000,3000,4,29286,0.0,0.0,0.0,8.0,0.0,0,120.498743,31.141183,52Q057,沪EF6102,263665973347917824
2023-02-19 11:04:36,2021121390001,0.014,93.45,0.0,15.212,m³,12321.0,1492,0.064,2,LIN,#590707,1,卧式,120.50529402437633,31.174057819759945,江苏省苏州市吴中区浦庄大道18号,2884,-29,9,149,100,4.27,3000,3000,4,29286,0.0,0.0,0.0,8.0,0.0,0,120.498865,31.167863,52Q057,沪EF6102,263665973347917824
2023-02-19 10:59:41,2021121390001,0.014,94.27,0.0,15.346,m³,12430.0,1510,0.066,2,LIN,#590707,1,卧式,120.50676814519723,31.19443585890277,江苏省苏州市吴中区吴中大道,2879,-29,9,149,100,4.27,3000,3000,4,29286,0.0,0.0,0.0,8.0,0.0,0,120.500325,31.188262,52Q057,沪EF6102,263665973347917824
2023-02-19 10:54:36,2021121390001,0.015,97.64,0.0,15.895,m³,12874.0,1594,0.064,2,LIN,#590707,1,卧式,120.49299886541888,31.21382965883092,江苏省苏州市吴中区S58(沪常高速),2874,-29,9,149,100,4.27,3000,3000,4,29286,0.0,0.0,0.0,8.0,0.0,0,120.486579,31.207487,52Q057,沪EF6102,263665973347917824
2023-02-19 10:49:36,2021121390001,0.014,93.37,0.0,15.199,m³,12311.0,1490,0.066,2,LIN,#590707,1,卧式,120.46374726321567,31.260754102435904,江苏省苏州市吴中区S58(沪常高速),2869,-28,8,149,100,4.27,3000,3000,4,29286,0.0,0.0,0.0,7.0,0.0,0,120.457277,31.254619,52Q057,沪EF6102,263665973347917824
2023-02-19 10:44:36,2021121390001,0.015,96.65,0.0,15.733,m³,12743.0,1566,0.064,2,LIN,#590707,1,卧式,120.44345920512114,31.306386149512463,江苏省苏州市虎丘区S58(沪常高速),2864,-27,8,149,100,4.27,3000,3000,4,29286,0.0,0.0,0.0,7.0,0.0,0,120.436917,31.300618,52Q057,沪EF6102,263665973347917824
2023-02-19 10:39:36,2021121390001,0.014,94.71,0.0,15.417,m³,12487.0,1519,0.064,2,LIN,#590707,1,卧式,120.45207386350535,31.360698431737525,江苏省苏州市虎丘区S17(苏台高速),2859,-25,8,149,100,4.27,3000,3000,4,29286,0.0,0.0,0.0,7.0,0.0,0,120.445533,31.354777,52Q057,沪EF6102,263665973347917824
2023-02-19 10:34:36,2021121390001,0.014,93.75,0.0,15.261,m³,12361.0,1498,0.064,2,LIN,#590707,1,卧式,120.44543922378189,31.406486534369463,江苏省苏州市相城区S83(苏锡支线),2854,-24,8,149,100,4.27,3000,3000,4,29286,0.0,0.0,0.0,7.0,0.0,0,120.438905,31.400689,52Q057,沪EF6102,263665973347917824
2023-02-19 10:29:36,2021121390001,0.014,94.2,0.0,15.334,m³,12420.0,1508,0.064,2,LIN,#590707,1,卧式,120.41500917759882,31.454113213459134,江苏省无锡市新吴区S83(苏锡支线),2849,-23,8,149,100,4.27,3000,3000,4,29286,0.0,0.0,0.0,6.0,0.0,0,120.408423,31.448409,52Q057,沪EF6102,263665973347917824
2023-02-19 10:28:36,2021121390001,0.015,95.95,0.0,15.619,m³,12651.0,1549,0.064,2,LIN,#590707,1,卧式,120.40655708551816,31.46125525028492,江苏省无锡市新吴区S19(通锡高速),2848,-23,8,149,100,4.27,3000,3000,4,29286,0.0,0.0,0.0,6.0,0.0,0,120.399996,31.455433,52Q057,沪EF6102,263665973347917824
2023-02-20 10:26:47,2021121390002,0.014,79.91,99.74,10.167,m³,11620.0,1523,0.398,1,LOX,#F71515,1,卧式,120.96124820740955,31.53807816950175,江苏省苏州市常熟市Y520(任昆路),159,1,,149,100,4.27,3000,3000,3,0,0.0,0.0,0.0,0.0,0.0,0,120.954858,31.531734,52Q522,沪EE6758,263541706820485120
2023-02-20 10:21:47,2021121390002,0.015,83.03,99.74,10.564,m³,12074.0,1582,0.399,1,LOX,#F71515,1,卧式,120.96170522186672,31.539817368364034,江苏省苏州市常熟市Y520(任昆路),154,1,,149,100,4.26,3000,3000,3,0,0.0,0.0,0.0,0.0,0.0,0,120.955316,31.533471,52Q522,沪EE6758,263541706820485120
2023-02-20 10:12:47,2021121390002,0.016,86.33,99.74,10.983,m³,12553.0,1647,0.4,1,LOX,#F71515,1,卧式,120.95802372467898,31.54434720656192,江苏省苏州市常熟市Y520(任昆路),145,1,,149,100,4.27,3000,3000,3,0,0.0,0.0,0.0,0.0,0.0,0,120.951627,31.538024,52Q522,沪EE6758,263541706820485120
2023-02-20 10:07:47,2021121390002,0.015,81.06,99.74,10.313,m³,11787.0,1544,0.4,1,LOX,#F71515,1,卧式,120.96535422989007,31.55582963705628,江苏省苏州市常熟市中兴北路96号,140,1,,149,100,4.26,3000,3000,3,0,0.0,0.0,0.0,0.0,0.0,0,120.958959,31.54947,52Q522,沪EE6758,263541706820485120
2023-02-20 10:02:47,2021121390002,0.014,79.83,99.74,10.156,m³,11608.0,1521,0.4,1,LOX,#F71515,1,卧式,121.00097863516696,31.554922182960826,江苏省苏州市太仓市S359(锡太公路),135,1,,149,100,4.26,3000,3000,3,0,0.0,0.0,0.0,0.0,0.0,0,120.994467,31.549009,52Q522,沪EE6758,263541706820485120
2023-02-20 09:57:47,2021121390002,0.015,85.36,99.83,10.86,m³,12412.0,1627,0.4,1,LOX,#F71515,1,卧式,121.02851093865164,31.56238188897831,江苏省苏州市太仓市S224(通港西路),130,1,,149,100,4.26,3000,3000,3,0,0.0,0.0,0.0,0.0,0.0,0,121.02192,31.556744,52Q522,沪EE6758,263541706820485120
2023-02-20 09:52:47,2021121390002,0.013,72.37,99.83,9.207,m³,10523.0,1390,0.4,1,LOX,#F71515,1,卧式,121.05537038801548,31.57483387139665,江苏省苏州市太仓市S224(通港西路),125,1,,149,100,4.26,3000,3000,3,0,0.0,0.0,0.0,0.0,0.0,0,121.048856,31.568853,52Q522,沪EE6758,263541706820485120
2023-02-20 09:42:51,2021121390002,0.015,82.69,99.83,10.521,m³,12025.0,1575,0.399,1,LOX,#F71515,1,卧式,121.09746100289624,31.577407117433197,江苏省苏州市太仓市G15(沈海高速),115,1,,149,100,4.26,3000,3000,3,0,0.0,0.0,0.0,0.0,0.0,0,121.09103,31.571099,52Q522,沪EE6758,263541706820485120
2023-02-20 09:37:46,2021121390002,0.015,83.62,99.83,10.639,m³,12160.0,1593,0.399,1,LOX,#F71515,1,卧式,121.1317395409541,31.53374058399413,江苏省苏州市太仓市G15(太仓北枢纽),110,1,,149,100,4.26,3000,3000,3,0,0.0,0.0,0.0,0.0,0.0,0,121.125191,31.528006,52Q522,沪EE6758,263541706820485120
2023-02-20 09:32:47,2021121390002,0.015,84.7,99.83,10.776,m³,12316.0,1614,0.4,1,LOX,#F71515,1,卧式,121.1578015221936,31.489305766061804,江苏省苏州市太仓市G15(沈海高速),105,1,,149,100,4.26,3000,3000,3,0,0.0,0.0,0.0,0.0,0.0,0,121.151208,31.483604,52Q522,沪EE6758,263541706820485120
2023-02-20 09:27:46,2021121390002,0.015,82.61,99.83,10.51,m³,12012.0,1573,0.402,1,LOX,#F71515,1,卧式,121.17110584217481,31.44606101270346,上海市嘉定区G15(沈海高速),100,1,,149,100,4.26,3000,3000,3,0,0.0,0.0,0.0,0.0,0.0,0,121.164579,31.440162,52Q522,沪EE6758,263541706820485120
2023-02-20 09:22:47,2021121390002,0.016,88.35,99.83,11.24,m³,12847.0,1689,0.402,1,LOX,#F71515,1,卧式,121.19776738348456,31.40727177903264,上海市嘉定区G15(沈海高速),95,0,,149,100,4.26,3000,3000,3,0,0.0,0.0,0.0,0.0,0.0,0,121.191369,31.40095,52Q522,沪EE6758,263541706820485120
2023-02-20 09:17:46,2021121390002,0.015,84.29,99.83,10.724,m³,12257.0,1606,0.402,1,LOX,#F71515,1,卧式,121.2243484635564,31.370207884410178,上海市嘉定区G15(沈海高速),90,0,,149,100,4.26,3000,3000,3,0,0.0,0.0,0.0,0.0,0.0,0,121.21789,31.363988,52Q522,沪EE6758,263541706820485120
2023-02-20 09:12:46,2021121390002,0.015,83.37,99.83,10.607,m³,12123.0,1588,0.403,1,LOX,#F71515,1,卧式,121.25299183749776,31.361646819299285,上海市嘉定区G1503(上海绕城高速),85,0,,149,100,4.26,3000,3000,3,0,0.0,0.0,0.0,0.0,0.0,0,121.246402,31.355919,52Q522,沪EE6758,263541706820485120
2023-02-20 09:07:46,2021121390002,0.016,87.65,99.83,11.152,m³,12746.0,1674,0.403,1,LOX,#F71515,1,卧式,121.27601401305799,31.370516815340867,上海市嘉定区G1503(上海绕城高速),80,0,,149,100,4.26,3000,3000,3,0,0.0,0.0,0.0,0.0,0.0,0,121.269417,31.364833,52Q522,沪EE6758,263541706820485120
2023-02-20 09:06:46,2021121390002,0.015,81.15,99.83,10.324,m³,11800.0,1546,0.404,1,LOX,#F71515,1,卧式,121.28083541406995,31.37150938490409,上海市嘉定区G1503(G1501沪嘉立交桥),79,0,,149,100,4.27,3000,3000,3,0,0.0,0.0,0.0,0.0,0.0,0,121.274253,31.365772,52Q522,沪EE6758,263541706820485120
2023-02-20 09:03:46,2021121390002,0.015,82.01,99.83,10.434,m³,11926.0,1562,0.402,1,LOX,#F71515,1,卧式,121.29180121624424,31.373797825824855,上海市嘉定区澄浏中路1806号,76,0,,149,100,4.27,3000,3000,3,0,0.0,0.0,0.0,0.0,0.0,0,121.285267,31.367883,52Q522,沪EE6758,263541706820485120
2023-02-20 08:58:46,2021121390002,0.015,83.71,99.83,10.65,m³,12172.0,1595,0.403,1,LOX,#F71515,1,卧式,121.34527283006605,31.38436589314269,上海市宝山区G1503(上海绕城高速),71,-1,,149,100,4.26,3000,3000,3,0,0.0,0.0,0.0,0.0,0.0,0,121.338823,31.378164,52Q522,沪EE6758,263541706820485120
2023-02-20 08:57:46,2021121390002,0.016,86.4,99.83,10.993,m³,12564.0,1648,0.403,1,LOX,#F71515,1,卧式,121.356515920776,31.38589149286525,上海市宝山区长联路288号,70,-1,,149,100,4.26,3000,3000,3,0,0.0,0.0,0.0,0.0,0.0,0,121.350016,31.379892,52Q522,沪EE6758,263541706820485120
2023-02-20 08:52:46,2021121390002,0.014,79.83,99.83,10.156,m³,11608.0,1521,0.402,1,LOX,#F71515,1,卧式,121.3657430427224,31.38913499486848,上海市宝山区沪太路6393,65,-1,,149,100,4.27,3000,3000,3,0,0.0,0.0,0.0,0.0,0.0,0,121.359202,31.383305,52Q522,沪EE6758,263541706820485120
2023-02-20 08:47:46,2021121390002,0.014,80.18,99.83,10.201,m³,11659.0,1528,0.403,1,LOX,#F71515,1,卧式,121.36622674871793,31.388193739517167,上海市宝山区沪太路6363号-临,60,-1,,149,100,4.27,3000,3000,3,0,0.0,0.0,0.0,0.0,0.0,0,121.359683,31.382372,52Q522,沪EE6758,263541706820485120
2023-02-20 08:42:46,2021121390002,0.015,82.1,99.83,10.445,m³,11938.0,1564,0.402,1,LOX,#F71515,1,卧式,121.36747444033605,31.38841125679561,上海市宝山区富锦路5857号-临,55,-1,,149,100,4.27,3000,3000,3,0,0.0,0.0,0.0,0.0,0.0,0,121.360926,31.38261,52Q522,沪EE6758,263541706820485120
